player_name,position,team,age_at_signing,start_year,end_year,contract_years,total_value_raw,aav_raw,aav,stat_season,mp_id,match_method,is_goalie,playerId,season,name,team_mp,position_mp,games_played,icetime,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_xGoals,I_F_highDangerGoals,I_F_highDangerShots,I_F_shotsOnGoal,I_F_rebounds,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_dZoneGiveaways,penaltiesDrawn,penalties,shotsBlockedByPlayer,faceoffsWon,faceoffsLost,OnIce_F_xGoals,OnIce_A_xGoals,OnIce_F_shotAttempts,OnIce_A_shotAttempts,OnIce_F_highDangerShots,OnIce_A_highDangerShots,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,ev_icetime,ev_I_F_goals,ev_I_F_primaryAssists,ev_I_F_secondaryAssists,ev_I_F_xGoals,ev_OnIce_F_xGoals,ev_OnIce_A_xGoals,ev_OnIce_F_shotAttempts,ev_OnIce_A_shotAttempts,pp_icetime,pp_I_F_goals,pp_I_F_primaryAssists,pp_I_F_secondaryAssists,pp_I_F_xGoals,pp_OnIce_F_xGoals,pp_OnIce_A_xGoals,pp_OnIce_F_shotAttempts,pp_OnIce_A_shotAttempts,sh_icetime,sh_I_F_goals,sh_I_F_primaryAssists,sh_I_F_secondaryAssists,sh_I_F_xGoals,sh_OnIce_F_xGoals,sh_OnIce_A_xGoals,sh_OnIce_F_shotAttempts,sh_OnIce_A_shotAttempts,ongoal,goals,xGoals,flurryAdjustedxGoals,highDangerShots,highDangerGoals,highDangerxGoals,mediumDangerShots,mediumDangerGoals,mediumDangerxGoals,lowDangerShots,lowDangerGoals,lowDangerxGoals,unblocked_shot_attempts
Justin Barron,D,NSH                  NSH,22.0,2024,2025,2,"$2,300,000","$1,150,000",1150000.0,2023,8482111,exact,False,8482111,2023,Justin Barron,MTL,D,48.0,53646.0,10.2,0.47,0.44,0.48,0.44,7.0,2.0,4.0,4.29,2.0,4.0,60.0,5.0,61.0,6.0,33.0,27.0,3.0,9.0,59.0,0.0,0.0,39.94,44.67,839.0,920.0,40.0,51.0,132.0,130.0,178.0,47048.0,5.0,2.0,4.0,3.39,30.5,35.23,702.0,806.0,3263.0,0.0,0.0,0.0,0.34,5.96,1.45,96.0,16.0,1849.0,0.0,0.0,0.0,0.04,0.35,6.49,8.0,65.0,,,,,,,,,,,,,,
Albert Johansson,D,DET                  DET,24.0,2025,2026,2,"$2,250,000","$1,125,000",1125000.0,2024,8481607,exact,False,8481607,2024,Albert Johansson,DET,D,61.0,59881.0,9.0,0.45,0.5,0.47,0.49,3.0,2.0,4.0,1.82,0.0,0.0,48.0,3.0,70.0,15.0,54.0,37.0,10.0,10.0,83.0,0.0,0.0,37.55,46.57,862.0,977.0,37.0,49.0,126.0,148.0,187.0,57041.0,3.0,1.0,4.0,1.81,35.25,41.17,840.0,905.0,217.0,0.0,0.0,0.0,0.0,0.03,0.01,5.0,1.0,1534.0,0.0,0.0,0.0,0.0,0.47,2.83,5.0,44.0,,,,,,,,,,,,,,
Mathieu Olivier,RW,CBJ                  CBJ,26.0,2023,2024,2,"$2,200,000","$1,100,000",1100000.0,2022,8479671,exact,False,8479671,2022,Mathieu Olivier,CBJ,R,66.0,46056.0,3.56,0.44,0.45,0.41,0.47,5.0,7.0,3.0,9.26,1.0,12.0,75.0,12.0,178.0,17.0,8.0,3.0,17.0,27.0,58.0,2.0,13.0,32.94,41.96,623.0,901.0,41.0,49.0,85.0,211.0,220.0,43211.0,5.0,6.0,2.0,8.96,30.38,37.56,607.0,814.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2234.0,0.0,0.0,0.0,0.19,0.59,2.67,9.0,58.0,,,,,,,,,,,,,,
Drew Helleson,D,ANA                  ANA,24.0,2025,2026,2,"$2,200,000","$1,100,000",1100000.0,2024,8481563,exact,False,8481563,2024,Drew Helleson,ANA,D,56.0,54940.0,5.12,0.38,0.47,0.41,0.48,4.0,6.0,3.0,2.37,0.0,1.0,63.0,6.0,99.0,17.0,47.0,32.0,6.0,17.0,73.0,0.0,0.0,29.31,48.69,758.0,1074.0,27.0,44.0,98.0,146.0,189.0,50359.0,4.0,6.0,2.0,2.23,27.47,41.16,733.0,954.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240.0,0.0,0.0,1.0,0.01,0.95,4.23,11.0,81.0,,,,,,,,,,,,,,
Emil Heineman,LW,NYI                  NYI,23.0,2025,2026,2,"$2,200,000","$1,100,000",1100000.0,2024,8482476,exact,False,8482476,2024,Emil Heineman,MTL,L,62.0,42379.0,15.6,0.53,0.46,0.52,0.45,10.0,5.0,3.0,7.83,3.0,8.0,64.0,4.0,173.0,8.0,33.0,6.0,2.0,10.0,24.0,1.0,6.0,26.65,23.2,649.0,600.0,22.0,21.0,102.0,98.0,169.0,38378.0,7.0,4.0,2.0,6.15,20.87,22.39,565.0,583.0,3719.0,3.0,1.0,1.0,1.55,4.61,0.73,74.0,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Max Jones,LW,EDM                  EDM,26.0,2024,2025,2,"$2,000,000","$1,000,000",1000000.0,2023,8479368,exact,False,8479368,2023,Max Jones,ANA,L,52.0,37621.0,11.89,0.46,0.44,0.47,0.45,5.0,8.0,2.0,9.89,1.0,11.0,76.0,8.0,127.0,17.0,9.0,0.0,22.0,15.0,14.0,5.0,11.0,26.05,30.1,543.0,624.0,25.0,32.0,97.0,87.0,158.0,34491.0,5.0,8.0,1.0,8.76,22.19,24.17,482.0,592.0,2366.0,0.0,0.0,1.0,0.95,3.15,0.82,48.0,12.0,36.0,0.0,0.0,0.0,0.02,0.02,0.0,1.0,0.0,,,,,,,,,,,,,,
Martin Pospisil,C,CGY                  CGY,24.0,2024,2025,2,"$2,000,000","$1,000,000",1000000.0,2023,8481028,exact,False,8481028,2023,Martin Pospisil,CGY,C,63.0,48080.0,33.02,0.56,0.48,0.56,0.5,8.0,8.0,8.0,13.03,4.0,14.0,117.0,13.0,238.0,26.0,23.0,6.0,21.0,34.0,22.0,23.0,28.0,41.7,32.16,929.0,739.0,50.0,33.0,170.0,87.0,193.0,45880.0,8.0,7.0,8.0,11.48,36.89,31.4,861.0,717.0,1428.0,0.0,0.0,0.0,0.55,2.69,0.11,42.0,5.0,35.0,0.0,0.0,0.0,0.07,0.07,0.0,1.0,0.0,,,,,,,,,,,,,,
Cole Smith,LW,VGK                  VGK,28.0,2024,2025,2,"$2,000,000","$1,000,000",1000000.0,2023,8482062,exact,False,8482062,2023,Cole Smith,NSH,L,80.0,65709.0,23.83,0.42,0.55,0.42,0.55,9.0,7.0,7.0,15.55,4.0,20.0,112.0,12.0,235.0,36.0,26.0,10.0,20.0,19.0,32.0,5.0,12.0,44.94,62.43,866.0,1195.0,56.0,81.0,97.0,289.0,317.0,54157.0,7.0,6.0,5.0,13.18,38.3,37.31,814.0,846.0,122.0,0.0,0.0,0.0,0.0,0.02,0.01,1.0,1.0,9937.0,1.0,1.0,1.0,1.1,3.13,20.64,38.0,297.0,,,,,,,,,,,,,,
Corey Perry,RW,TBL                  TBL,40.0,2025,2025,1,"$2,000,000","$2,000,000",2000000.0,2024,8470621,exact,False,8470621,2024,Corey Perry,EDM,R,81.0,58014.0,39.06,0.6,0.53,0.59,0.52,19.0,6.0,5.0,17.14,9.0,22.0,100.0,13.0,36.0,13.0,44.0,13.0,23.0,18.0,26.0,17.0,16.0,58.95,39.04,1118.0,788.0,67.0,45.0,228.0,80.0,150.0,49845.0,13.0,3.0,3.0,11.25,37.04,34.25,881.0,739.0,6066.0,4.0,1.0,2.0,3.71,11.03,1.0,150.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Parker Wotherspoon,D,PIT                  PIT,27.0,2025,2026,2,"$2,000,000","$1,000,000",1000000.0,2024,8478450,exact,False,8478450,2024,Parker Wotherspoon,BOS,D,55.0,59496.0,7.2,0.42,0.49,0.45,0.5,1.0,5.0,1.0,1.68,0.0,1.0,44.0,1.0,75.0,15.0,68.0,49.0,8.0,5.0,66.0,0.0,0.0,34.59,48.07,807.0,994.0,34.0,52.0,71.0,157.0,192.0,53552.0,1.0,5.0,1.0,1.12,31.03,32.84,757.0,838.0,373.0,0.0,0.0,0.0,0.0,0.27,0.37,6.0,5.0,4173.0,0.0,0.0,0.0,0.0,1.08,9.01,16.0,104.0,,,,,,,,,,,,,,
Brandon Saad,LW,VGK                  VGK,32.0,2025,2025,1,"$2,000,000","$2,000,000",2000000.0,2024,8476438,exact,False,8476438,2024,Brandon Saad,VGK,L,72.0,64016.0,33.41,0.55,0.51,0.52,0.5,13.0,7.0,10.0,15.89,5.0,21.0,127.0,12.0,12.0,21.0,55.0,10.0,10.0,3.0,21.0,7.0,18.0,54.14,44.88,1077.0,1004.0,56.0,42.0,194.0,154.0,219.0,56842.0,13.0,6.0,7.0,15.15,41.81,35.46,941.0,891.0,3040.0,0.0,1.0,2.0,0.24,5.53,0.65,76.0,15.0,2370.0,0.0,0.0,0.0,0.3,1.27,4.62,14.0,64.0,,,,,,,,,,,,,,
Claude Giroux,C,OTT                  OTT,37.0,2025,2025,1,"$2,000,000","$2,000,000",2000000.0,2024,8473512,exact,False,8473512,2024,Claude Giroux,OTT,R,81.0,88478.0,53.69,0.48,0.5,0.53,0.49,15.0,21.0,14.0,14.07,4.0,14.0,138.0,8.0,64.0,19.0,66.0,16.0,12.0,9.0,41.0,600.0,376.0,83.68,91.81,1573.0,1407.0,90.0,126.0,375.0,371.0,283.0,61180.0,7.0,9.0,7.0,6.77,38.67,43.31,1052.0,944.0,10672.0,3.0,7.0,3.0,3.31,20.68,1.39,297.0,27.0,10758.0,0.0,1.0,0.0,0.83,2.82,26.42,43.0,319.0,,,,,,,,,,,,,,
Reilly Smith,RW,VGK                  VGK,34.0,2025,2025,1,"$2,000,000","$2,000,000",2000000.0,2024,8475191,exact,False,8475191,2024,Reilly Smith,VGK,R,79.0,73189.0,37.97,0.51,0.5,0.48,0.5,13.0,15.0,12.0,17.18,6.0,24.0,128.0,17.0,48.0,26.0,70.0,23.0,6.0,11.0,41.0,4.0,7.0,65.05,63.03,1180.0,1260.0,74.0,82.0,189.0,250.0,316.0,59300.0,7.0,12.0,7.0,12.39,47.92,42.16,1004.0,999.0,4371.0,2.0,1.0,3.0,2.27,5.95,0.56,101.0,21.0,7778.0,2.0,1.0,0.0,1.73,3.2,14.06,40.0,191.0,,,,,,,,,,,,,,
Derek Forbort,D,VAN                  VAN,33.0,2025,2025,1,"$2,000,000","$2,000,000",2000000.0,2024,8475762,exact,False,8475762,2024,Derek Forbort,VAN,D,54.0,55409.0,8.28,0.38,0.52,0.43,0.52,2.0,4.0,5.0,1.39,0.0,0.0,39.0,2.0,65.0,8.0,55.0,38.0,16.0,18.0,77.0,0.0,0.0,26.2,42.03,701.0,946.0,27.0,48.0,67.0,215.0,164.0,47088.0,2.0,3.0,5.0,1.3,19.77,26.54,646.0,730.0,155.0,0.0,0.0,0.0,0.0,0.14,0.0,4.0,0.0,6694.0,0.0,0.0,0.0,0.09,1.6,9.99,34.0,164.0,,,,,,,,,,,,,,
Adam Edstrom,C,NYR                  NYR,24.0,2025,2026,2,"$1,950,000","$975,000",975000.0,2024,8481726,exact,False,8481726,2024,Adam Edstrom,NYR,C,51.0,28377.0,6.66,0.47,0.5,0.45,0.5,5.0,3.0,1.0,7.11,1.0,11.0,40.0,3.0,94.0,7.0,19.0,4.0,10.0,7.0,34.0,0.0,4.0,17.73,19.97,377.0,463.0,20.0,21.0,40.0,119.0,111.0,28048.0,5.0,3.0,1.0,7.09,17.7,19.18,373.0,458.0,199.0,0.0,0.0,0.0,0.02,0.03,0.15,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Matthew Rempe,C,NYR                  NYR,22.0,2025,2026,2,"$1,950,000","$975,000",975000.0,2024,8482460,last+initial,False,8482460,2024,Matt Rempe,NYR,C,42.0,21439.0,3.61,0.41,0.47,0.43,0.49,3.0,2.0,3.0,4.59,1.0,5.0,30.0,6.0,117.0,4.0,8.0,5.0,14.0,21.0,14.0,2.0,11.0,13.56,19.21,292.0,386.0,13.0,22.0,36.0,49.0,72.0,21346.0,3.0,2.0,3.0,4.59,13.56,18.53,292.0,383.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.0,,,,,,,,,,,,,,
Jacob Christiansen,D,CBJ                  CBJ,25.0,2025,2026,2,"$1,950,000","$975,000",975000.0,2024,8481161,last+initial,False,8481161,2024,Jake Christiansen,CBJ,D,68.0,51163.0,4.5,0.41,0.48,0.43,0.49,1.0,4.0,3.0,1.75,0.0,1.0,58.0,9.0,50.0,8.0,51.0,32.0,2.0,4.0,65.0,0.0,0.0,31.08,43.84,727.0,963.0,32.0,42.0,68.0,98.0,169.0,48295.0,1.0,4.0,3.0,1.71,29.61,38.22,707.0,888.0,93.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,1646.0,0.0,0.0,0.0,0.03,0.45,2.86,5.0,47.0,,,,,,,,,,,,,,
Ben Hutton,D,VGK                  VGK,30.0,2024,2025,2,"$1,950,000","$975,000",975000.0,2023,8477018,exact,False,8477018,2023,Ben Hutton,VGK,D,41.0,39994.0,16.88,0.58,0.51,0.54,0.49,2.0,4.0,4.0,2.87,0.0,3.0,67.0,8.0,17.0,11.0,14.0,12.0,5.0,7.0,54.0,0.0,0.0,34.83,25.67,683.0,586.0,40.0,28.0,134.0,58.0,123.0,35914.0,2.0,3.0,4.0,2.55,26.67,21.64,581.0,555.0,2633.0,0.0,1.0,0.0,0.17,4.02,0.47,65.0,13.0,496.0,0.0,0.0,0.0,0.08,0.51,2.15,5.0,10.0,,,,,,,,,,,,,,
Darren Raddysh,D,TBL                  TBL,27.0,2024,2025,2,"$1,950,000","$975,000",975000.0,2023,8478178,exact,False,8478178,2023,Darren Raddysh,TBL,D,82.0,94000.0,39.83,0.54,0.5,0.52,0.5,6.0,8.0,19.0,4.46,0.0,1.0,101.0,10.0,75.0,14.0,28.0,19.0,13.0,9.0,105.0,0.0,0.0,78.69,67.8,1619.0,1469.0,80.0,62.0,182.0,162.0,241.0,83738.0,4.0,7.0,12.0,3.7,62.96,56.35,1447.0,1312.0,3440.0,1.0,1.0,5.0,0.31,5.91,0.69,85.0,16.0,3997.0,0.0,0.0,0.0,0.08,1.04,4.63,25.0,82.0,,,,,,,,,,,,,,
Marat Khusnutdinov,C,BOS                  BOS,22.0,2025,2026,2,"$1,850,000","$925,000",925000.0,2024,8482177,exact,False,8482177,2024,Marat Khusnutdinov,BOS,C,75.0,54383.0,-0.17,0.36,0.5,0.41,0.48,5.0,4.0,3.0,4.48,0.0,1.0,41.0,4.0,55.0,6.0,47.0,14.0,1.0,9.0,47.0,189.0,244.0,25.31,44.54,668.0,967.0,15.0,50.0,89.0,128.0,166.0,47214.0,5.0,3.0,2.0,4.03,19.97,30.1,600.0,805.0,1386.0,0.0,0.0,1.0,0.12,1.93,0.74,33.0,11.0,4996.0,0.0,1.0,0.0,0.26,1.77,11.13,25.0,126.0,,,,,,,,,,,,,,
Jackson Lacombe,D,ANA                  ANA,23.0,2024,2025,2,"$1,850,000","$925,000",925000.0,2023,8481605,exact,False,8481605,2023,Jackson LaCombe,ANA,D,71.0,82547.0,6.28,0.41,0.45,0.4,0.47,2.0,10.0,5.0,3.33,0.0,4.0,55.0,4.0,50.0,31.0,35.0,24.0,4.0,12.0,129.0,0.0,0.0,53.75,78.01,1060.0,1558.0,72.0,74.0,158.0,316.0,259.0,66495.0,2.0,6.0,3.0,2.82,41.71,48.37,900.0,1127.0,2423.0,0.0,2.0,0.0,0.02,3.07,0.68,60.0,7.0,9790.0,0.0,0.0,0.0,0.06,2.86,20.54,42.0,325.0,,,,,,,,,,,,,,
Drew O'Connor,LW,VAN                  VAN,25.0,2023,2024,2,"$1,850,000","$925,000",925000.0,2022,8482055,exact,False,8482055,2022,Drew O'Connor,PIT,L,46.0,27091.0,14.32,0.49,0.52,0.5,0.52,5.0,3.0,3.0,6.84,1.0,7.0,62.0,5.0,63.0,15.0,18.0,6.0,6.0,6.0,14.0,18.0,21.0,20.36,21.13,438.0,434.0,22.0,20.0,40.0,99.0,88.0,25327.0,5.0,3.0,3.0,6.84,20.3,18.69,432.0,393.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1486.0,0.0,0.0,0.0,0.0,0.06,2.28,4.0,39.0,,,,,,,,,,,,,,
Nicholas Robertson,LW,TOR                  TOR,23.0,2025,2025,1,"$1,825,000","$1,825,000",1825000.0,2024,8481582,exact,False,8481582,2024,Nicholas Robertson,TOR,L,69.0,49691.0,25.49,0.52,0.49,0.52,0.46,15.0,5.0,2.0,10.61,3.0,8.0,112.0,6.0,79.0,17.0,26.0,12.0,11.0,8.0,33.0,3.0,4.0,33.01,30.81,862.0,789.0,21.0,32.0,137.0,69.0,150.0,44710.0,13.0,4.0,2.0,7.15,23.39,28.12,737.0,757.0,4136.0,2.0,0.0,0.0,2.55,5.93,1.79,96.0,18.0,210.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,3.0,,,,,,,,,,,,,,
Jonatan Berggren,RW,STL                  STL,24.0,2025,2025,1,"$1,825,000","$1,825,000",1825000.0,2024,8481013,exact,False,8481013,2024,Jonatan Berggren,DET,R,75.0,58397.0,16.88,0.48,0.49,0.48,0.49,12.0,8.0,4.0,11.48,3.0,13.0,88.0,15.0,41.0,11.0,31.0,11.0,15.0,7.0,16.0,5.0,12.0,37.81,40.76,868.0,937.0,39.0,42.0,168.0,124.0,182.0,54139.0,8.0,7.0,2.0,9.28,30.68,37.39,765.0,901.0,3538.0,2.0,1.0,1.0,1.2,5.17,0.49,86.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Joshua Mahura,D,SEA                  SEA,27.0,2025,2026,2,"$1,815,000","$907,500",907500.0,2024,8479372,exact,False,8479372,2024,Joshua Mahura,SEA,D,64.0,52820.0,7.75,0.43,0.48,0.45,0.49,0.0,5.0,4.0,2.62,0.0,1.0,58.0,5.0,89.0,10.0,41.0,29.0,4.0,10.0,54.0,0.0,0.0,30.73,40.48,723.0,876.0,28.0,46.0,102.0,99.0,175.0,49890.0,0.0,4.0,4.0,1.99,29.06,34.69,705.0,802.0,134.0,0.0,0.0,0.0,0.0,0.38,0.0,3.0,0.0,2107.0,0.0,0.0,0.0,0.03,0.4,2.35,9.0,56.0,,,,,,,,,,,,,,
Jonah Gadjovich,LW,FLA                  FLA,27.0,2026,2027,2,"$1,810,000","$905,000",905000.0,2024,8479981,exact,False,8479981,2024,Jonah Gadjovich,FLA,L,42.0,21295.0,8.83,0.56,0.54,0.53,0.56,4.0,0.0,0.0,5.27,2.0,9.0,43.0,9.0,127.0,2.0,4.0,0.0,11.0,11.0,21.0,3.0,2.0,16.25,12.98,365.0,324.0,20.0,10.0,61.0,43.0,97.0,20712.0,4.0,0.0,0.0,5.25,15.55,12.01,360.0,311.0,276.0,0.0,0.0,0.0,0.02,0.06,0.02,4.0,1.0,225.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,7.0,,,,,,,,,,,,,,
Michael McCarron,RW,MIN                  MIN,28.0,2024,2025,2,"$1,800,000","$900,000",900000.0,2023,8477446,exact,False,8477446,2023,Michael McCarron,NSH,R,70.0,53621.0,22.48,0.45,0.54,0.44,0.54,12.0,6.0,4.0,12.16,5.0,12.0,94.0,10.0,142.0,23.0,17.0,10.0,21.0,23.0,55.0,357.0,314.0,38.24,46.21,750.0,952.0,42.0,53.0,84.0,152.0,217.0,46980.0,10.0,5.0,3.0,11.4,33.75,33.67,719.0,779.0,202.0,0.0,0.0,0.0,0.0,0.05,0.03,5.0,2.0,5485.0,0.0,0.0,0.0,0.29,1.31,9.23,13.0,138.0,,,,,,,,,,,,,,
Matt Nieto,LW,PIT                  PIT,30.0,2023,2024,2,"$1,800,000","$900,000",900000.0,2022,8476442,exact,False,8476442,2022,Matt Nieto,COL,L,81.0,65730.0,22.98,0.43,0.53,0.44,0.52,12.0,4.0,8.0,14.32,5.0,17.0,115.0,9.0,43.0,35.0,22.0,6.0,10.0,8.0,32.0,9.0,9.0,46.61,60.75,899.0,1153.0,50.0,56.0,146.0,263.0,231.0,54131.0,11.0,4.0,7.0,12.09,40.97,38.52,813.0,861.0,1710.0,0.0,0.0,1.0,0.19,1.31,0.36,30.0,8.0,8578.0,0.0,0.0,0.0,0.39,0.91,16.4,28.0,245.0,,,,,,,,,,,,,,
Nathan Walker,LW,STL                  STL,31.0,2026,2027,2,"$1,775,000","$887,500",887500.0,2024,8477573,exact,False,8477573,2024,Nathan Walker,STL,L,73.0,53026.0,14.53,0.4,0.5,0.44,0.5,8.0,5.0,3.0,7.91,3.0,10.0,72.0,4.0,281.0,10.0,43.0,16.0,18.0,19.0,61.0,82.0,74.0,26.41,38.83,653.0,839.0,29.0,51.0,80.0,158.0,270.0,48882.0,8.0,4.0,3.0,7.05,24.05,28.72,625.0,716.0,363.0,0.0,0.0,0.0,0.66,1.32,0.04,12.0,2.0,3154.0,0.0,0.0,0.0,0.2,0.35,7.63,11.0,95.0,,,,,,,,,,,,,,
Nikolas Matinpalo,D,OTT                  OTT,26.0,2025,2026,2,"$1,750,000","$875,000",875000.0,2024,8484321,exact,False,8484321,2024,Nikolas Matinpalo,OTT,D,41.0,31020.0,3.92,0.45,0.51,0.48,0.5,1.0,2.0,1.0,1.88,1.0,1.0,43.0,9.0,25.0,8.0,31.0,24.0,3.0,10.0,29.0,0.0,0.0,19.74,24.28,454.0,497.0,20.0,28.0,70.0,65.0,142.0,30786.0,1.0,2.0,1.0,1.85,19.67,24.07,451.0,493.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.03,0.03,0.0,1.0,1.0,,,,,,,,,,,,,,
Zachary L'Heureux,LW,NSH                  NSH,22.0,2026,2027,2,"$1,750,000","$875,000",875000.0,2024,8482742,exact,False,8482742,2024,Zachary L'Heureux,NSH,L,62.0,44796.0,14.96,0.51,0.49,0.5,0.52,5.0,5.0,5.0,11.74,3.0,13.0,78.0,13.0,198.0,14.0,33.0,11.0,14.0,18.0,25.0,0.0,4.0,33.12,31.27,709.0,716.0,35.0,27.0,74.0,127.0,170.0,40552.0,4.0,5.0,4.0,9.45,27.8,27.22,649.0,658.0,1456.0,0.0,0.0,1.0,0.47,2.02,0.18,40.0,2.0,2221.0,0.0,0.0,0.0,0.05,0.74,2.13,9.0,43.0,,,,,,,,,,,,,,
Uvis Balinskis,D,FLA                  FLA,29.0,2026,2027,2,"$1,750,000","$875,000",875000.0,2024,8484304,exact,False,8484304,2024,Uvis Balinskis,FLA,D,76.0,67728.0,30.28,0.55,0.53,0.57,0.55,4.0,7.0,7.0,3.84,0.0,1.0,92.0,12.0,83.0,23.0,49.0,32.0,14.0,12.0,55.0,0.0,2.0,56.25,45.9,1165.0,871.0,63.0,56.0,191.0,124.0,237.0,60265.0,4.0,2.0,7.0,2.91,42.74,35.41,994.0,807.0,4210.0,0.0,5.0,0.0,0.62,9.69,1.66,115.0,7.0,1809.0,0.0,0.0,0.0,0.0,0.08,2.22,6.0,36.0,,,,,,,,,,,,,,
Samuel Helenius,C,LAK                  LAK,23.0,2026,2027,2,"$1,750,000","$875,000",875000.0,2024,8482726,exact,False,8482726,2024,Samuel Helenius,LAK,C,50.0,25963.0,5.38,0.48,0.56,0.47,0.53,4.0,1.0,2.0,3.71,0.0,3.0,29.0,2.0,150.0,4.0,22.0,9.0,4.0,8.0,16.0,129.0,149.0,14.18,15.54,379.0,420.0,13.0,19.0,56.0,30.0,100.0,25704.0,4.0,1.0,2.0,3.71,13.79,15.36,375.0,413.0,43.0,0.0,0.0,0.0,0.0,0.02,0.02,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Alexei Toropchenko,RW,STL                  STL,25.0,2025,2025,1,"$1,700,000","$1,700,000",1700000.0,2024,8480281,exact,False,8480281,2024,Alexey Toropchenko,STL,R,80.0,59964.0,15.04,0.38,0.51,0.43,0.5,4.0,6.0,8.0,9.64,0.0,13.0,90.0,11.0,223.0,6.0,24.0,3.0,9.0,11.0,53.0,4.0,5.0,30.15,48.41,744.0,992.0,31.0,58.0,84.0,214.0,303.0,53137.0,4.0,6.0,8.0,9.11,27.42,30.97,703.0,819.0,353.0,0.0,0.0,0.0,0.04,0.23,0.04,7.0,1.0,5427.0,0.0,0.0,0.0,0.28,0.81,12.68,22.0,140.0,,,,,,,,,,,,,,
A.J. Greer,LW,FLA                  FLA,27.0,2024,2025,2,"$1,700,000","$850,000",850000.0,2023,8478421,exact,False,8478421,2023,A.J. Greer,CGY,L,59.0,31264.0,10.12,0.46,0.48,0.47,0.52,6.0,3.0,3.0,6.58,4.0,6.0,57.0,4.0,100.0,18.0,16.0,7.0,11.0,13.0,24.0,4.0,4.0,19.75,22.81,473.0,535.0,21.0,30.0,56.0,50.0,94.0,29755.0,4.0,3.0,3.0,4.99,16.87,20.74,461.0,503.0,341.0,1.0,0.0,0.0,0.93,1.02,0.0,4.0,1.0,893.0,0.0,0.0,0.0,0.0,0.04,1.03,2.0,23.0,,,,,,,,,,,,,,
Mark Kastelic,C,BOS                  BOS,23.0,2023,2024,2,"$1,670,000","$835,000",835000.0,2022,8480355,exact,False,8480355,2022,Mark Kastelic,OTT,C,65.0,34683.0,12.24,0.45,0.52,0.47,0.53,7.0,2.0,2.0,8.33,2.0,11.0,73.0,6.0,154.0,19.0,15.0,8.0,14.0,19.0,37.0,336.0,254.0,23.16,28.81,512.0,585.0,20.0,32.0,65.0,259.0,140.0,31579.0,7.0,2.0,2.0,7.53,20.91,22.03,473.0,513.0,1249.0,0.0,0.0,0.0,0.47,1.84,0.0,29.0,1.0,1664.0,0.0,0.0,0.0,0.26,0.34,5.59,6.0,65.0,,,,,,,,,,,,,,
Parker Kelly,C,COL                  COL,25.0,2024,2025,2,"$1,650,000","$825,000",825000.0,2023,8480448,exact,False,8480448,2023,Parker Kelly,OTT,L,80.0,56192.0,19.91,0.39,0.53,0.42,0.54,8.0,5.0,5.0,9.16,3.0,9.0,86.0,7.0,171.0,34.0,20.0,9.0,22.0,15.0,67.0,11.0,35.0,30.71,48.26,758.0,1045.0,29.0,63.0,100.0,231.0,180.0,44753.0,4.0,4.0,5.0,6.14,24.3,27.37,687.0,704.0,487.0,0.0,0.0,0.0,0.22,0.41,0.12,12.0,2.0,10198.0,2.0,1.0,0.0,1.22,2.97,18.2,47.0,309.0,,,,,,,,,,,,,,
Jimmy Vesey,LW,COL                  COL,29.0,2023,2024,2,"$1,600,000","$800,000",800000.0,2022,8476918,exact,False,8476918,2022,Jimmy Vesey,NYR,L,81.0,66147.0,32.12,0.51,0.51,0.48,0.52,11.0,7.0,7.0,15.58,4.0,19.0,123.0,13.0,98.0,56.0,29.0,10.0,12.0,7.0,40.0,4.0,14.0,53.2,51.52,984.0,1058.0,57.0,59.0,124.0,129.0,212.0,57659.0,7.0,6.0,6.0,11.79,45.35,38.4,915.0,871.0,324.0,0.0,0.0,0.0,0.0,0.09,0.0,7.0,0.0,7077.0,1.0,0.0,0.0,0.88,1.74,12.12,34.0,161.0,,,,,,,,,,,,,,
